"lat","long","mag","place","url"
9.8186,124.1464,4.7,"3km SW of Nueva Fuerza, Philippines","http://earthquake.usgs.gov/earthquakes/eventpage/usb000run2"
36.5802,70.3214,4.2,"41km E of Farkhar, Afghanistan","http://earthquake.usgs.gov/earthquakes/eventpage/usb000rune"
36.5367,140.5962,4.6,"8km SW of Hitachi, Japan","http://earthquake.usgs.gov/earthquakes/eventpage/usb000runx"
32.1344,134.3738,4.6,"129km S of Muroto, Japan","http://earthquake.usgs.gov/earthquakes/eventpage/usb000russ"
41.9328,35.9177,4.1,"40km N of Bafra, Turkey","http://earthquake.usgs.gov/earthquakes/eventpage/usb000rusy"
26.216,89.6763,4.2,"11km S of Tufanganj, India","http://earthquake.usgs.gov/earthquakes/eventpage/usb000rwbn"
26.1322,89.6037,4.0,"13km E of Dinhata, India","http://earthquake.usgs.gov/earthquakes/eventpage/usb000rwbx"
39.2304,81.155,4.6,"119km NW of Darya Boyi, China","http://earthquake.usgs.gov/earthquakes/eventpage/usb000rwrz"
-9.3158,113.0204,4.5,"105km S of Pujiharjo, Indonesia","http://earthquake.usgs.gov/earthquakes/eventpage/usb000rwt4"
42.3019,144.8227,4.4,"83km SSE of Kushiro, Japan","http://earthquake.usgs.gov/earthquakes/eventpage/usb000rwxf"
-9.3255,115.4015,4.0,"61km SSE of Bualu, Indonesia","http://earthquake.usgs.gov/earthquakes/eventpage/usb000rx2g"
36.7314,71.2885,4.5,"22km WNW of Ashkasham, Afghanistan","http://earthquake.usgs.gov/earthquakes/eventpage/usb000rx57"
-2.7903,138.7315,4.8,"206km W of Abepura, Indonesia","http://earthquake.usgs.gov/earthquakes/eventpage/usb000rxbu"
-4.3661,136.4019,4.0,"50km S of Enarotali, Indonesia","http://earthquake.usgs.gov/earthquakes/eventpage/usb000rxid"
4.8597,123.1861,4.4,"186km SW of Palimbang, Philippines","http://earthquake.usgs.gov/earthquakes/eventpage/usb000rxix"
20.297,120.2669,4.6,"167km W of Sabtang, Philippines","http://earthquake.usgs.gov/earthquakes/eventpage/usb000rxj9"
27.8789,128.2294,4.8,"134km WSW of Naze, Japan","http://earthquake.usgs.gov/earthquakes/eventpage/usb000rxkc"
37.2803,99.0353,4.5,"54km N of Chaka, China","http://earthquake.usgs.gov/earthquakes/eventpage/usb000rxc9"
0.5778,98.6616,4.5,"110km SW of Padangsidempuan, Indonesia","http://earthquake.usgs.gov/earthquakes/eventpage/usb000rxl8"
